23, 18, 11, 30, 44, 54, 45, 32, 20, 67, 17, 4, 10, 36, 56, 14, 43, 65, 16, 63, 47, 59, 42, 1, 25, 35, 72, 41, 64, 26, 52, 15, 21, 22, 27, 66, 34, 8, 3, 19, 37, 5, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
25, 1, 42, 59, 47, 63, 16, 65, 43, 14, 56, 36, 10, 4, 17, 67, 20, 32, 45, 54, 44, 30, 11, 18, 23, 35, 72, 41, 64, 26, 52, 15, 21, 22, 8, 3, 19, 37, 5, 34, 66, 27, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
25, 1, 42, 59, 47, 63, 16, 65, 43, 14, 56, 36, 10, 4, 17, 67, 20, 32, 45, 54, 44, 30, 11, 18, 23, 35, 72, 41, 64, 26, 52, 15, 21, 22, 27, 66, 34, 5, 37, 19, 3, 8, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
25, 1, 42, 59, 47, 63, 16, 11, 30, 44, 54, 45, 10, 4, 17, 67, 20, 32, 36, 56, 14, 43, 65, 18, 23, 35, 72, 41, 64, 26, 52, 15, 21, 3, 27, 66, 34, 5, 37, 19, 22, 8, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
25, 1, 42, 59, 47, 63, 16, 11, 30, 44, 54, 45, 10, 4, 17, 67, 20, 32, 36, 56, 14, 43, 65, 18, 23, 35, 72, 41, 64, 26, 52, 15, 21, 3, 8, 22, 19, 37, 5, 34, 66, 27, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
25, 1, 23, 18, 11, 30, 44, 54, 45, 32, 20, 67, 17, 4, 10, 36, 56, 14, 43, 65, 16, 63, 47, 59, 42, 35, 72, 41, 64, 26, 52, 15, 21, 3, 27, 66, 34, 8, 22, 19, 37, 5, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
23, 18, 11, 30, 44, 54, 45, 32, 20, 67, 17, 4, 10, 36, 56, 14, 43, 65, 16, 63, 47, 59, 42, 1, 25, 35, 72, 41, 64, 26, 52, 15, 21, 3, 27, 66, 34, 8, 22, 19, 37, 5, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
25, 1, 23, 18, 65, 43, 14, 56, 36, 32, 20, 67, 17, 4, 10, 45, 54, 44, 30, 11, 16, 63, 47, 59, 42, 35, 72, 41, 64, 26, 52, 15, 21, 3, 27, 66, 34, 8, 22, 19, 37, 5, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
25, 1, 23, 18, 65, 43, 14, 56, 36, 32, 20, 67, 17, 4, 10, 45, 54, 44, 30, 11, 16, 63, 47, 59, 42, 35, 72, 41, 64, 26, 52, 15, 21, 22, 27, 66, 34, 5, 37, 19, 3, 8, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
25, 1, 42, 59, 47, 63, 16, 65, 43, 14, 56, 36, 10, 4, 17, 67, 20, 32, 45, 54, 44, 30, 11, 18, 23, 35, 72, 41, 64, 26, 52, 15, 21, 3, 27, 66, 34, 8, 22, 19, 37, 5, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
23, 18, 65, 43, 14, 56, 36, 32, 20, 67, 17, 4, 10, 45, 54, 44, 30, 11, 16, 63, 47, 59, 42, 1, 25, 35, 72, 41, 64, 26, 52, 15, 21, 3, 27, 66, 34, 5, 37, 19, 22, 8, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
25, 1, 23, 18, 65, 43, 14, 56, 36, 32, 20, 67, 17, 4, 10, 45, 54, 44, 30, 11, 16, 63, 47, 59, 42, 35, 72, 41, 64, 26, 52, 15, 21, 22, 27, 66, 34, 8, 3, 19, 37, 5, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
25, 1, 42, 59, 47, 63, 16, 11, 30, 44, 54, 45, 10, 4, 17, 67, 20, 32, 36, 56, 14, 43, 65, 18, 23, 35, 72, 41, 64, 26, 52, 15, 21, 22, 8, 3, 19, 37, 5, 34, 66, 27, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
