41, 9, 73, 19, 31, 28, 25, 12, 72, 26, 52, 50, 71, 33, 74, 51, 49, 61, 67, 20, 77, 36, 38, 45, 54, 13, 7, 34, 53, 59, 48, 15, 76, 5, 37, 43, 58, 55, 10, 3, 6, 64, 4, 65, 69, 17, 30, 11, 75, 22, 60, 2, 29, 24, 14, 8, 47, 66, 32, 21, 42, 70, 39, 63, 16, 40, 57, 56, 46, 1, 23, 27, 35, 68, 44, 18, 62
32, 24, 59, 45, 54, 48, 13, 36, 6, 33, 74, 51, 49, 60, 18, 44, 76, 12, 67, 20, 27, 66, 34, 43, 65, 69, 62, 58, 55, 3, 19, 15, 21, 42, 70, 39, 2, 29, 38, 61, 5, 37, 4, 25, 28, 52, 26, 40, 57, 73, 68, 14, 8, 47, 53, 10, 77, 75, 22, 7, 50, 9, 71, 31, 63, 16, 11, 30, 17, 1, 23, 35, 72, 41, 64, 46, 56
43, 58, 55, 10, 3, 6, 4, 64, 41, 9, 73, 19, 37, 5, 76, 15, 48, 59, 53, 34, 7, 13, 54, 45, 38, 36, 77, 20, 67, 61, 49, 51, 74, 33, 71, 50, 52, 26, 72, 12, 25, 28, 31, 65, 69, 17, 30, 11, 75, 22, 60, 2, 29, 24, 14, 8, 47, 66, 32, 21, 42, 70, 39, 63, 16, 40, 57, 56, 46, 1, 23, 27, 35, 68, 44, 18, 62
30, 17, 24, 69, 65, 43, 58, 12, 67, 20, 11, 40, 26, 52, 36, 19, 59, 6, 3, 57, 73, 68, 62, 77, 47, 54, 45, 25, 28, 31, 63, 71, 14, 8, 49, 51, 74, 33, 13, 4, 39, 70, 42, 60, 22, 75, 48, 44, 18, 76, 21, 32, 7, 50, 55, 10, 37, 5, 34, 66, 27, 53, 9, 16, 61, 38, 2, 29, 15, 1, 23, 35, 72, 41, 64, 46, 56
26, 52, 15, 76, 5, 13, 9, 50, 71, 37, 25, 7, 34, 53, 59, 6, 67, 66, 32, 21, 42, 45, 77, 36, 11, 30, 72, 41, 64, 20, 17, 24, 73, 19, 31, 28, 29, 2, 60, 22, 75, 48, 70, 39, 63, 16, 40, 57, 47, 33, 74, 51, 49, 61, 54, 14, 8, 56, 46, 38, 3, 10, 55, 58, 43, 65, 69, 12, 4, 1, 23, 27, 35, 68, 44, 18, 62
19, 73, 24, 17, 30, 11, 36, 77, 20, 67, 12, 4, 64, 41, 72, 16, 63, 9, 50, 69, 65, 43, 58, 55, 10, 3, 38, 7, 34, 5, 37, 6, 59, 53, 76, 31, 28, 25, 45, 54, 14, 39, 70, 42, 21, 32, 66, 47, 8, 15, 71, 33, 74, 51, 49, 61, 52, 26, 40, 57, 56, 46, 29, 2, 60, 22, 75, 48, 13, 1, 23, 27, 35, 68, 44, 18, 62
16, 72, 41, 64, 4, 12, 67, 20, 77, 36, 11, 30, 17, 24, 73, 19, 63, 9, 50, 69, 65, 43, 58, 55, 10, 3, 38, 53, 59, 6, 37, 5, 34, 7, 76, 31, 28, 25, 45, 54, 14, 39, 70, 42, 21, 32, 66, 47, 8, 15, 71, 33, 74, 51, 49, 61, 52, 26, 40, 57, 56, 46, 29, 2, 60, 22, 75, 48, 13, 1, 23, 27, 35, 68, 44, 18, 62
50, 7, 24, 59, 6, 18, 63, 30, 17, 32, 21, 76, 3, 19, 36, 52, 26, 40, 11, 20, 67, 12, 57, 73, 68, 62, 77, 47, 54, 45, 25, 28, 31, 71, 14, 8, 49, 51, 74, 33, 13, 4, 39, 70, 42, 60, 22, 75, 48, 44, 9, 53, 27, 66, 34, 5, 37, 10, 55, 58, 43, 65, 69, 16, 61, 38, 2, 29, 15, 1, 23, 35, 72, 41, 64, 46, 56
7, 68, 73, 57, 40, 26, 52, 50, 9, 53, 47, 8, 14, 25, 4, 62, 61, 38, 29, 2, 39, 70, 42, 21, 32, 24, 59, 6, 36, 13, 48, 54, 45, 33, 74, 51, 49, 60, 18, 44, 76, 15, 19, 3, 12, 67, 20, 27, 66, 34, 5, 37, 28, 22, 75, 77, 10, 55, 58, 43, 65, 69, 71, 31, 63, 16, 11, 30, 17, 1, 23, 35, 72, 41, 64, 46, 56
44, 48, 75, 22, 60, 42, 70, 39, 4, 13, 33, 74, 51, 49, 8, 14, 71, 31, 28, 63, 30, 17, 32, 21, 76, 3, 19, 36, 52, 26, 40, 11, 20, 67, 12, 57, 73, 68, 62, 77, 47, 54, 45, 25, 18, 6, 59, 24, 7, 50, 9, 53, 27, 66, 34, 5, 37, 10, 55, 58, 43, 65, 69, 16, 61, 38, 2, 29, 15, 1, 23, 35, 72, 41, 64, 46, 56
42, 21, 32, 66, 47, 8, 15, 76, 53, 59, 6, 37, 5, 34, 7, 38, 3, 10, 55, 58, 43, 65, 69, 50, 9, 63, 16, 72, 41, 64, 4, 12, 67, 20, 77, 36, 11, 30, 17, 24, 73, 19, 70, 39, 14, 54, 45, 25, 28, 31, 71, 33, 74, 51, 49, 61, 52, 26, 40, 57, 56, 46, 29, 2, 60, 22, 75, 48, 13, 1, 23, 27, 35, 68, 44, 18, 62
11, 20, 67, 12, 58, 43, 65, 69, 24, 17, 30, 40, 26, 52, 3, 19, 36, 6, 59, 57, 73, 68, 62, 77, 47, 54, 45, 25, 28, 31, 63, 71, 14, 8, 49, 51, 74, 33, 13, 4, 39, 70, 42, 60, 22, 75, 48, 44, 18, 76, 21, 32, 7, 50, 55, 10, 37, 5, 34, 66, 27, 53, 9, 16, 61, 38, 29, 2, 15, 1, 23, 35, 72, 41, 64, 46, 56
37, 62, 77, 21, 42, 70, 39, 13, 44, 4, 49, 51, 74, 33, 11, 30, 17, 24, 32, 15, 52, 29, 38, 61, 59, 34, 6, 7, 76, 46, 64, 41, 72, 19, 50, 36, 2, 5, 71, 31, 68, 48, 75, 22, 60, 66, 27, 20, 67, 12, 3, 63, 16, 28, 25, 45, 54, 14, 8, 47, 53, 9, 18, 10, 55, 58, 43, 56, 73, 57, 40, 26, 35, 23, 1, 69, 65
6, 3, 10, 55, 58, 43, 38, 37, 5, 76, 15, 48, 59, 53, 34, 7, 9, 73, 19, 31, 28, 25, 45, 54, 13, 41, 64, 4, 12, 72, 26, 52, 50, 71, 33, 74, 51, 49, 61, 67, 20, 77, 36, 65, 69, 17, 30, 11, 75, 22, 60, 29, 24, 2, 14, 8, 47, 66, 32, 21, 42, 70, 39, 63, 16, 40, 57, 56, 46, 1, 23, 27, 35, 68, 44, 18, 62
7, 50, 9, 53, 47, 8, 14, 68, 73, 57, 40, 26, 52, 28, 25, 4, 44, 18, 60, 49, 51, 74, 33, 45, 54, 48, 13, 36, 22, 75, 77, 10, 55, 58, 43, 65, 6, 59, 24, 17, 30, 11, 16, 63, 31, 71, 62, 61, 38, 29, 2, 39, 70, 42, 21, 32, 76, 15, 19, 3, 12, 67, 20, 27, 66, 69, 34, 5, 37, 1, 23, 35, 72, 41, 64, 46, 56
9, 53, 3, 19, 56, 39, 70, 42, 21, 13, 67, 12, 11, 30, 50, 7, 54, 45, 25, 28, 31, 32, 15, 52, 48, 75, 22, 60, 66, 27, 20, 71, 6, 36, 2, 37, 77, 62, 18, 29, 38, 61, 47, 8, 14, 76, 46, 64, 41, 72, 16, 63, 26, 40, 57, 73, 68, 44, 4, 49, 51, 74, 33, 10, 55, 58, 43, 17, 24, 59, 34, 5, 35, 23, 1, 69, 65
11, 36, 77, 20, 67, 12, 4, 64, 41, 72, 16, 30, 17, 24, 73, 19, 63, 9, 50, 69, 65, 43, 58, 55, 10, 3, 38, 7, 34, 5, 37, 6, 59, 53, 76, 15, 39, 70, 42, 21, 32, 66, 47, 8, 14, 54, 45, 25, 28, 31, 71, 33, 74, 51, 49, 61, 13, 48, 75, 22, 60, 2, 29, 46, 56, 57, 40, 26, 52, 1, 23, 27, 35, 68, 44, 18, 62
34, 7, 75, 48, 13, 39, 70, 42, 21, 32, 66, 47, 8, 14, 22, 38, 3, 10, 55, 58, 43, 65, 69, 64, 4, 5, 37, 11, 6, 59, 53, 76, 15, 52, 54, 45, 25, 28, 31, 19, 73, 24, 17, 30, 50, 36, 77, 20, 67, 12, 9, 41, 26, 72, 63, 16, 40, 57, 56, 71, 33, 74, 51, 49, 61, 46, 29, 60, 2, 1, 23, 27, 35, 68, 44, 18, 62
11, 36, 77, 20, 67, 12, 4, 64, 41, 72, 16, 30, 17, 24, 73, 19, 63, 9, 50, 31, 28, 25, 45, 54, 14, 8, 47, 66, 32, 69, 65, 43, 58, 55, 10, 3, 38, 7, 34, 53, 59, 6, 37, 5, 76, 15, 39, 70, 42, 21, 71, 33, 74, 51, 49, 61, 13, 48, 75, 22, 60, 2, 29, 46, 56, 57, 40, 26, 52, 1, 23, 27, 35, 68, 44, 18, 62
41, 9, 12, 67, 20, 77, 36, 50, 30, 17, 24, 73, 19, 31, 28, 25, 45, 54, 14, 8, 47, 66, 32, 21, 42, 70, 39, 13, 48, 75, 53, 59, 6, 37, 11, 5, 34, 7, 76, 15, 52, 64, 4, 22, 38, 3, 10, 55, 58, 43, 65, 69, 26, 72, 63, 16, 40, 57, 56, 71, 33, 74, 51, 49, 61, 46, 29, 2, 60, 1, 23, 27, 35, 68, 44, 18, 62
36, 77, 20, 67, 12, 4, 64, 41, 72, 26, 30, 17, 43, 58, 55, 10, 3, 66, 32, 21, 42, 70, 39, 24, 73, 19, 31, 28, 38, 45, 54, 33, 71, 50, 9, 13, 29, 2, 60, 22, 75, 48, 25, 65, 69, 52, 15, 76, 53, 59, 37, 74, 51, 49, 61, 6, 11, 5, 34, 46, 56, 57, 40, 16, 63, 7, 47, 8, 14, 1, 23, 27, 35, 68, 44, 18, 62
21, 32, 7, 50, 63, 3, 19, 36, 52, 26, 40, 11, 20, 67, 12, 57, 73, 68, 62, 77, 47, 76, 18, 44, 48, 75, 22, 60, 42, 70, 39, 4, 13, 33, 74, 51, 49, 8, 14, 71, 31, 28, 6, 59, 24, 17, 30, 54, 45, 25, 9, 53, 27, 66, 34, 5, 37, 10, 55, 58, 43, 65, 69, 16, 61, 38, 29, 2, 15, 1, 23, 35, 72, 41, 64, 46, 56
43, 58, 55, 10, 3, 6, 4, 64, 41, 9, 73, 19, 26, 52, 50, 71, 33, 74, 51, 49, 61, 67, 20, 77, 36, 38, 45, 54, 13, 7, 34, 53, 59, 48, 15, 76, 5, 37, 72, 12, 25, 28, 31, 65, 69, 17, 30, 11, 75, 22, 60, 2, 29, 24, 14, 8, 47, 66, 32, 21, 42, 70, 39, 63, 16, 40, 57, 56, 46, 1, 23, 27, 35, 68, 44, 18, 62
40, 11, 20, 67, 12, 57, 73, 68, 62, 77, 47, 54, 45, 25, 28, 31, 71, 14, 8, 49, 51, 74, 33, 13, 4, 39, 70, 42, 60, 22, 75, 48, 44, 18, 76, 21, 32, 7, 50, 55, 26, 52, 36, 19, 59, 6, 3, 58, 43, 65, 69, 24, 17, 30, 63, 10, 37, 5, 34, 66, 27, 53, 9, 16, 61, 38, 29, 15, 2, 1, 23, 35, 72, 41, 64, 46, 56
21, 32, 7, 50, 63, 36, 19, 3, 52, 26, 40, 11, 20, 67, 12, 57, 73, 68, 62, 77, 47, 76, 18, 44, 48, 75, 22, 60, 42, 70, 39, 4, 13, 33, 74, 51, 49, 8, 14, 71, 31, 28, 6, 59, 24, 17, 30, 54, 45, 25, 9, 53, 27, 66, 34, 5, 37, 10, 55, 58, 43, 65, 69, 16, 61, 38, 2, 29, 15, 1, 23, 35, 72, 41, 64, 46, 56
12, 67, 13, 21, 42, 70, 39, 56, 19, 9, 53, 3, 11, 30, 50, 7, 54, 45, 25, 28, 31, 32, 15, 52, 48, 75, 22, 60, 66, 27, 20, 71, 6, 36, 2, 37, 77, 62, 18, 29, 38, 61, 47, 8, 14, 76, 46, 64, 41, 72, 16, 63, 26, 40, 57, 73, 68, 44, 4, 49, 51, 74, 33, 10, 55, 58, 43, 17, 24, 59, 34, 5, 35, 23, 1, 69, 65
17, 45, 54, 32, 21, 42, 70, 30, 50, 7, 47, 8, 14, 76, 46, 64, 41, 25, 28, 4, 44, 13, 39, 49, 51, 74, 33, 11, 24, 59, 34, 5, 43, 58, 55, 10, 63, 16, 61, 15, 52, 72, 38, 29, 18, 62, 77, 37, 2, 36, 6, 71, 26, 40, 57, 73, 68, 48, 75, 22, 60, 66, 27, 20, 67, 12, 56, 19, 53, 9, 3, 31, 35, 23, 1, 69, 65
43, 58, 55, 10, 3, 48, 15, 76, 53, 59, 6, 37, 5, 34, 7, 13, 54, 45, 38, 36, 77, 20, 67, 61, 49, 51, 74, 33, 71, 50, 52, 26, 72, 12, 25, 28, 31, 19, 73, 4, 64, 41, 9, 65, 69, 17, 30, 11, 75, 22, 60, 2, 29, 24, 14, 8, 47, 66, 32, 21, 42, 70, 39, 63, 16, 40, 57, 56, 46, 1, 23, 27, 35, 68, 44, 18, 62
42, 21, 32, 66, 47, 8, 15, 76, 53, 59, 6, 37, 5, 34, 7, 38, 3, 10, 55, 58, 43, 65, 69, 50, 9, 63, 19, 73, 24, 17, 30, 11, 36, 77, 20, 67, 12, 4, 64, 41, 72, 16, 70, 39, 14, 54, 45, 25, 28, 31, 71, 33, 74, 51, 49, 61, 52, 26, 40, 57, 56, 46, 29, 2, 60, 22, 75, 48, 13, 1, 23, 27, 35, 68, 44, 18, 62
4, 44, 18, 60, 49, 51, 74, 33, 6, 36, 37, 2, 32, 50, 9, 53, 47, 8, 14, 76, 67, 20, 27, 66, 38, 61, 52, 15, 5, 34, 77, 35, 72, 41, 64, 46, 56, 19, 3, 12, 29, 7, 54, 45, 25, 28, 31, 71, 62, 68, 73, 57, 40, 26, 10, 55, 58, 43, 65, 69, 22, 75, 16, 63, 13, 39, 70, 42, 21, 1, 11, 30, 17, 24, 59, 48, 23
19, 73, 67, 20, 64, 41, 72, 26, 52, 15, 76, 7, 34, 53, 59, 6, 37, 75, 48, 31, 57, 40, 16, 63, 39, 70, 42, 2, 28, 60, 22, 71, 50, 9, 13, 5, 25, 45, 77, 36, 11, 30, 17, 24, 29, 66, 32, 21, 47, 8, 14, 54, 61, 49, 51, 74, 33, 56, 46, 38, 3, 10, 55, 58, 43, 65, 69, 12, 4, 1, 23, 27, 35, 68, 44, 18, 62
55, 10, 37, 5, 34, 66, 27, 53, 59, 6, 18, 14, 16, 61, 38, 2, 29, 76, 13, 33, 74, 9, 7, 50, 3, 8, 47, 77, 62, 68, 73, 57, 40, 26, 63, 30, 17, 24, 71, 31, 19, 36, 11, 20, 67, 12, 4, 39, 70, 42, 60, 22, 75, 48, 44, 58, 43, 65, 69, 21, 51, 49, 32, 15, 52, 54, 45, 25, 28, 1, 23, 35, 72, 41, 64, 46, 56
