41, 32, 30, 35, 63, 24, 65, 58, 61, 47, 44, 38, 53, 15, 10, 13, 6, 39, 34, 56, 59, 23, 7, 12, 4, 48, 16, 37, 40, 50, 36, 46, 14, 5, 31, 64, 42, 51, 45, 18, 11, 3, 25, 60, 57, 22, 33, 49, 66, 62, 17, 2, 19, 26, 9, 43, 52, 1, 8, 20, 21, 29, 27, 55, 54, 28
30, 6, 46, 12, 51, 2, 39, 10, 27, 58, 18, 35, 65, 32, 54, 37, 5, 14, 42, 13, 59, 50, 66, 61, 20, 45, 21, 8, 60, 41, 62, 19, 11, 48, 4, 52, 38, 29, 16, 9, 7, 56, 49, 53, 40, 63, 17, 23, 44, 64, 25, 43, 1, 33, 22, 24, 3, 47, 36, 15, 34, 31, 28, 55, 57, 26
9, 15, 34, 61, 43, 20, 45, 3, 10, 35, 44, 38, 29, 42, 13, 37, 24, 22, 47, 18, 58, 27, 64, 25, 41, 60, 8, 17, 23, 39, 51, 2, 66, 4, 48, 65, 32, 6, 5, 36, 59, 50, 16, 46, 12, 14, 21, 28, 11, 19, 55, 33, 1, 52, 7, 63, 40, 53, 49, 56, 54, 31, 62, 30, 57, 26
30, 6, 46, 40, 3, 53, 49, 29, 27, 58, 18, 13, 22, 54, 1, 31, 64, 25, 47, 36, 9, 35, 55, 63, 43, 38, 44, 28, 21, 34, 62, 11, 48, 20, 15, 65, 32, 39, 2, 51, 19, 61, 56, 24, 4, 59, 50, 16, 23, 7, 52, 66, 45, 42, 33, 10, 41, 60, 8, 17, 37, 5, 14, 12, 57, 26
23, 7, 34, 65, 49, 18, 35, 66, 43, 63, 15, 26, 11, 48, 57, 60, 17, 51, 2, 39, 37, 4, 40, 3, 62, 25, 20, 8, 41, 56, 16, 9, 1, 33, 22, 45, 12, 42, 10, 28, 6, 32, 54, 50, 47, 36, 44, 38, 29, 21, 61, 58, 19, 52, 24, 27, 46, 14, 5, 31, 55, 13, 59, 30, 53, 64
4, 25, 64, 44, 30, 6, 46, 12, 14, 5, 37, 54, 59, 13, 42, 32, 65, 35, 18, 21, 8, 60, 41, 56, 49, 53, 40, 10, 63, 17, 23, 61, 66, 15, 36, 47, 3, 24, 22, 33, 1, 52, 38, 29, 11, 48, 20, 45, 58, 27, 16, 9, 2, 39, 51, 43, 19, 62, 7, 50, 34, 31, 28, 55, 57, 26
21, 64, 54, 60, 37, 39, 51, 42, 49, 62, 25, 20, 48, 11, 26, 28, 31, 5, 27, 46, 16, 61, 58, 2, 47, 1, 33, 22, 36, 53, 10, 30, 6, 7, 23, 3, 43, 9, 40, 50, 8, 15, 34, 19, 17, 41, 56, 32, 4, 52, 24, 59, 18, 35, 66, 57, 12, 63, 65, 13, 55, 45, 44, 38, 29, 14
20, 29, 24, 36, 18, 17, 8, 60, 41, 42, 51, 2, 39, 13, 59, 64, 25, 16, 54, 40, 35, 9, 45, 66, 4, 48, 11, 3, 47, 38, 44, 62, 30, 37, 6, 46, 12, 14, 5, 22, 33, 56, 49, 53, 28, 21, 34, 15, 65, 32, 19, 55, 63, 58, 1, 52, 7, 23, 27, 50, 10, 43, 61, 31, 57, 26
48, 11, 4, 25, 64, 44, 23, 17, 8, 60, 41, 56, 49, 53, 40, 63, 21, 18, 35, 65, 32, 54, 37, 16, 10, 39, 2, 51, 43, 14, 12, 46, 6, 30, 61, 66, 50, 59, 13, 42, 29, 38, 52, 19, 62, 7, 9, 5, 20, 45, 58, 27, 1, 33, 22, 24, 3, 47, 36, 15, 34, 31, 28, 55, 57, 26
25, 4, 16, 9, 42, 13, 59, 50, 66, 61, 7, 54, 32, 65, 35, 18, 29, 38, 52, 58, 27, 10, 39, 51, 2, 64, 44, 23, 17, 8, 60, 41, 56, 49, 53, 40, 63, 21, 45, 20, 48, 11, 19, 62, 30, 37, 6, 46, 12, 14, 5, 43, 1, 33, 22, 24, 3, 47, 36, 15, 34, 31, 28, 55, 57, 26
34, 56, 59, 20, 21, 29, 38, 45, 14, 46, 36, 53, 1, 52, 43, 66, 19, 63, 64, 27, 55, 65, 58, 61, 32, 39, 23, 44, 42, 13, 24, 22, 12, 7, 41, 3, 4, 49, 33, 25, 60, 16, 9, 35, 47, 50, 11, 51, 17, 62, 30, 6, 31, 5, 10, 15, 37, 40, 2, 26, 57, 8, 48, 18, 54, 28
11, 26, 28, 10, 42, 34, 7, 23, 25, 62, 3, 48, 49, 18, 66, 43, 51, 2, 52, 24, 27, 19, 58, 61, 35, 20, 1, 33, 59, 13, 55, 46, 14, 5, 31, 54, 50, 47, 9, 21, 29, 38, 44, 36, 8, 15, 63, 64, 57, 60, 17, 30, 41, 56, 16, 37, 39, 53, 22, 45, 12, 65, 32, 6, 40, 4
32, 65, 15, 34, 9, 35, 18, 36, 39, 13, 59, 50, 16, 10, 43, 61, 46, 6, 30, 62, 44, 38, 4, 66, 47, 19, 29, 3, 60, 8, 31, 24, 27, 58, 63, 55, 5, 37, 17, 11, 48, 2, 51, 42, 28, 21, 12, 14, 64, 25, 45, 20, 23, 7, 52, 1, 54, 40, 33, 22, 41, 56, 49, 53, 57, 26
29, 3, 47, 38, 44, 62, 16, 48, 4, 66, 58, 63, 55, 25, 64, 32, 65, 19, 59, 15, 17, 8, 60, 41, 36, 18, 35, 9, 34, 42, 2, 51, 5, 37, 21, 45, 13, 56, 49, 53, 28, 20, 23, 7, 52, 1, 54, 39, 11, 40, 33, 22, 24, 14, 12, 46, 6, 30, 27, 50, 10, 43, 61, 31, 57, 26
13, 42, 29, 38, 44, 10, 3, 45, 20, 43, 61, 34, 15, 9, 35, 37, 24, 22, 47, 18, 58, 27, 64, 25, 41, 60, 8, 17, 23, 2, 39, 51, 66, 4, 48, 65, 32, 5, 36, 59, 50, 16, 28, 21, 14, 12, 46, 6, 11, 19, 55, 33, 1, 52, 7, 63, 40, 53, 49, 56, 54, 31, 62, 30, 57, 26
16, 64, 51, 17, 53, 40, 19, 66, 29, 21, 20, 59, 56, 34, 39, 48, 6, 32, 38, 44, 47, 61, 58, 65, 63, 35, 23, 7, 12, 22, 62, 30, 57, 60, 25, 33, 49, 4, 3, 41, 11, 50, 37, 36, 46, 14, 5, 31, 18, 45, 24, 13, 42, 2, 26, 55, 27, 10, 15, 8, 1, 52, 43, 9, 54, 28
25, 64, 27, 58, 18, 47, 22, 24, 37, 13, 42, 29, 38, 44, 10, 3, 45, 6, 46, 12, 14, 21, 28, 5, 36, 41, 60, 8, 17, 23, 39, 51, 2, 66, 4, 48, 59, 50, 16, 32, 65, 35, 9, 15, 34, 61, 43, 20, 11, 19, 55, 33, 1, 52, 7, 63, 40, 53, 49, 56, 54, 31, 62, 30, 57, 26
18, 35, 65, 9, 16, 56, 22, 45, 39, 37, 20, 1, 30, 59, 13, 55, 31, 33, 49, 53, 19, 58, 61, 21, 29, 38, 2, 66, 51, 23, 25, 62, 3, 27, 46, 14, 5, 4, 40, 6, 32, 54, 50, 47, 36, 44, 10, 28, 42, 34, 7, 26, 11, 12, 52, 24, 41, 8, 15, 63, 64, 43, 17, 60, 57, 48
40, 8, 15, 34, 19, 17, 41, 56, 5, 27, 53, 10, 54, 48, 20, 65, 36, 22, 33, 1, 47, 2, 58, 61, 25, 62, 64, 63, 31, 28, 26, 11, 32, 4, 52, 18, 35, 66, 57, 12, 9, 43, 3, 23, 7, 6, 30, 45, 55, 13, 59, 24, 50, 39, 51, 42, 49, 60, 37, 16, 46, 21, 29, 38, 44, 14
9, 23, 7, 37, 60, 49, 42, 51, 6, 43, 3, 30, 10, 53, 40, 8, 15, 34, 54, 48, 20, 25, 62, 64, 63, 12, 57, 66, 35, 18, 52, 4, 32, 56, 41, 17, 19, 16, 46, 27, 5, 31, 28, 26, 11, 65, 36, 22, 33, 1, 47, 2, 58, 61, 45, 55, 13, 59, 24, 50, 39, 21, 29, 38, 44, 14
12, 45, 8, 41, 56, 16, 9, 35, 33, 1, 20, 25, 42, 10, 28, 26, 11, 48, 57, 60, 17, 51, 2, 63, 15, 62, 3, 23, 7, 34, 65, 64, 43, 66, 18, 49, 53, 30, 59, 13, 55, 31, 5, 14, 46, 22, 27, 24, 52, 19, 58, 61, 21, 29, 38, 44, 36, 47, 50, 54, 32, 6, 40, 4, 37, 39
35, 63, 36, 46, 14, 5, 31, 64, 42, 51, 45, 18, 11, 50, 7, 12, 4, 48, 16, 37, 40, 23, 59, 56, 34, 39, 6, 13, 24, 65, 58, 61, 47, 44, 38, 30, 32, 41, 53, 15, 10, 3, 25, 60, 57, 22, 33, 49, 66, 62, 17, 8, 1, 52, 43, 9, 26, 19, 2, 20, 21, 29, 27, 55, 54, 28
29, 3, 60, 8, 17, 37, 5, 55, 63, 58, 27, 32, 65, 15, 34, 13, 59, 50, 16, 39, 10, 43, 61, 31, 24, 36, 18, 35, 9, 19, 47, 66, 4, 38, 44, 62, 30, 6, 46, 11, 48, 2, 51, 42, 28, 21, 12, 14, 64, 25, 45, 20, 23, 7, 52, 1, 54, 40, 33, 22, 41, 56, 49, 53, 57, 26
40, 6, 32, 54, 50, 47, 36, 44, 38, 29, 21, 61, 58, 19, 24, 27, 46, 14, 5, 22, 33, 1, 20, 25, 62, 28, 26, 11, 48, 57, 13, 59, 60, 31, 55, 39, 51, 2, 10, 42, 4, 52, 12, 45, 66, 43, 23, 3, 64, 53, 30, 17, 63, 15, 8, 41, 56, 16, 9, 35, 18, 49, 65, 34, 7, 37
41, 32, 30, 35, 63, 24, 65, 58, 61, 47, 44, 38, 53, 15, 10, 13, 6, 39, 34, 56, 59, 23, 40, 37, 16, 48, 4, 12, 7, 50, 36, 46, 14, 5, 31, 64, 42, 51, 45, 18, 11, 3, 25, 60, 57, 22, 33, 49, 66, 62, 17, 2, 19, 26, 9, 43, 52, 1, 8, 20, 21, 29, 27, 55, 54, 28
30, 6, 46, 40, 56, 53, 49, 29, 27, 58, 18, 13, 22, 54, 1, 31, 64, 25, 47, 36, 9, 35, 55, 63, 43, 38, 44, 28, 21, 34, 62, 11, 48, 20, 15, 65, 32, 39, 2, 51, 3, 61, 19, 24, 16, 50, 59, 4, 23, 7, 52, 66, 45, 42, 33, 10, 41, 60, 8, 17, 37, 5, 14, 12, 57, 26
38, 29, 21, 9, 47, 50, 54, 52, 61, 58, 19, 31, 5, 14, 46, 55, 13, 59, 33, 1, 20, 25, 62, 3, 23, 7, 34, 42, 10, 28, 26, 11, 48, 49, 18, 66, 43, 51, 44, 36, 30, 17, 60, 57, 64, 63, 15, 8, 41, 56, 16, 2, 24, 27, 35, 37, 39, 53, 22, 45, 12, 65, 32, 6, 40, 4
21, 24, 13, 16, 20, 59, 56, 34, 39, 2, 9, 4, 49, 33, 22, 31, 41, 3, 30, 62, 17, 29, 26, 11, 45, 18, 48, 40, 19, 64, 12, 55, 27, 37, 1, 52, 43, 66, 63, 35, 23, 44, 38, 32, 60, 25, 46, 36, 53, 10, 15, 7, 50, 51, 42, 65, 58, 61, 47, 8, 57, 5, 14, 6, 54, 28
11, 48, 57, 60, 17, 51, 2, 39, 37, 4, 40, 26, 20, 25, 62, 3, 23, 7, 34, 65, 49, 18, 35, 66, 43, 63, 15, 8, 41, 56, 16, 28, 10, 42, 12, 45, 22, 33, 1, 9, 6, 32, 54, 50, 47, 36, 44, 38, 29, 21, 61, 58, 19, 52, 24, 27, 46, 14, 5, 31, 55, 13, 59, 30, 53, 64
7, 17, 62, 30, 49, 33, 24, 50, 51, 42, 32, 38, 2, 64, 29, 13, 48, 53, 34, 56, 59, 20, 21, 26, 45, 18, 19, 40, 15, 10, 3, 41, 11, 16, 39, 9, 12, 22, 44, 23, 35, 63, 66, 43, 52, 1, 37, 27, 55, 4, 31, 36, 46, 25, 60, 65, 58, 61, 47, 8, 57, 5, 14, 6, 54, 28
41, 32, 30, 35, 63, 10, 15, 53, 38, 44, 47, 61, 58, 65, 24, 13, 6, 39, 34, 56, 59, 23, 7, 12, 4, 48, 16, 37, 40, 50, 36, 46, 14, 5, 31, 64, 42, 51, 45, 18, 11, 3, 25, 60, 57, 22, 33, 49, 66, 62, 17, 2, 19, 26, 9, 43, 52, 1, 8, 20, 21, 29, 27, 55, 54, 28
43, 56, 47, 2, 58, 61, 21, 29, 38, 62, 25, 20, 48, 54, 45, 50, 49, 60, 37, 16, 46, 27, 11, 26, 24, 59, 13, 55, 23, 7, 66, 57, 12, 40, 8, 15, 63, 18, 35, 34, 19, 17, 41, 39, 51, 42, 64, 1, 33, 22, 36, 53, 10, 65, 5, 31, 28, 3, 6, 30, 9, 32, 4, 52, 44, 14
38, 44, 23, 3, 21, 20, 41, 60, 25, 48, 18, 45, 24, 13, 16, 11, 35, 63, 66, 43, 52, 1, 37, 27, 55, 12, 9, 39, 34, 56, 59, 14, 5, 31, 22, 33, 49, 4, 32, 29, 64, 26, 2, 19, 40, 17, 62, 30, 53, 10, 15, 7, 50, 51, 42, 65, 58, 61, 47, 8, 57, 36, 46, 6, 54, 28
7, 6, 51, 42, 49, 60, 37, 32, 56, 41, 5, 31, 28, 26, 11, 65, 36, 22, 33, 1, 47, 2, 58, 61, 17, 23, 9, 43, 3, 30, 10, 53, 40, 8, 15, 34, 54, 16, 46, 4, 52, 18, 35, 66, 57, 12, 45, 55, 13, 59, 24, 50, 39, 27, 48, 20, 25, 62, 64, 63, 19, 21, 29, 38, 44, 14
22, 53, 15, 30, 64, 19, 29, 66, 41, 3, 4, 49, 33, 25, 60, 57, 16, 13, 2, 34, 39, 6, 12, 7, 23, 65, 55, 27, 10, 21, 32, 38, 44, 47, 61, 58, 20, 59, 56, 62, 17, 51, 42, 31, 63, 36, 46, 14, 5, 11, 50, 24, 45, 26, 9, 43, 52, 1, 8, 37, 40, 48, 18, 35, 54, 28
