3, 19, 5, 9, 10, 15, 12, 23, 2, 13, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 14, 4, 11, 20, 8, 6, 24, 25
5, 23, 13, 10, 2, 19, 12, 15, 3, 9, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 14, 4, 11, 20, 8, 6, 24, 25
11, 2, 13, 26, 14, 10, 8, 18, 22, 21, 17, 23, 20, 19, 9, 12, 3, 28, 16, 5, 7, 27, 1, 6, 4, 15, 24, 25
2, 3, 11, 28, 17, 26, 9, 19, 22, 21, 18, 20, 10, 12, 14, 5, 23, 7, 13, 16, 8, 27, 1, 6, 4, 15, 24, 25
5, 19, 10, 9, 3, 15, 12, 23, 13, 2, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 14, 4, 11, 20, 8, 6, 24, 25
5, 23, 13, 10, 2, 19, 3, 15, 12, 9, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 6, 8, 20, 11, 4, 14, 24, 25
2, 11, 20, 23, 21, 27, 1, 26, 7, 6, 10, 18, 4, 13, 14, 17, 28, 16, 8, 22, 12, 15, 9, 5, 19, 3, 24, 25
4, 23, 16, 7, 28, 17, 14, 12, 8, 18, 26, 3, 21, 9, 20, 10, 11, 22, 2, 13, 15, 27, 1, 6, 5, 19, 24, 25
3, 19, 10, 18, 16, 6, 14, 7, 11, 2, 20, 28, 17, 13, 26, 4, 12, 22, 9, 23, 15, 8, 5, 1, 27, 21, 24, 25
4, 18, 16, 6, 19, 10, 14, 7, 2, 11, 20, 28, 17, 13, 26, 3, 12, 22, 9, 23, 15, 8, 5, 1, 27, 21, 24, 25
3, 18, 7, 11, 2, 19, 5, 6, 14, 15, 20, 28, 17, 13, 26, 4, 12, 22, 9, 23, 10, 16, 8, 1, 27, 21, 24, 25
7, 16, 23, 14, 17, 28, 4, 12, 8, 18, 26, 9, 21, 3, 20, 10, 11, 22, 2, 13, 15, 27, 1, 6, 5, 19, 24, 25
7, 16, 23, 4, 28, 17, 14, 12, 8, 18, 26, 9, 21, 3, 20, 10, 11, 2, 22, 13, 15, 27, 1, 6, 5, 19, 24, 25
16, 9, 17, 7, 19, 10, 21, 22, 2, 26, 15, 5, 12, 13, 18, 14, 3, 28, 8, 23, 11, 27, 1, 6, 4, 20, 24, 25
5, 12, 13, 18, 14, 15, 26, 2, 22, 21, 10, 19, 7, 17, 3, 16, 9, 28, 8, 23, 11, 27, 1, 6, 4, 20, 24, 25
2, 10, 13, 23, 5, 19, 3, 15, 12, 9, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 14, 4, 11, 20, 8, 6, 24, 25
7, 26, 1, 27, 21, 10, 11, 6, 23, 20, 2, 18, 4, 13, 14, 17, 28, 16, 8, 22, 12, 15, 9, 5, 19, 3, 24, 25
10, 13, 14, 2, 23, 3, 15, 12, 19, 5, 28, 17, 7, 9, 8, 20, 18, 26, 16, 4, 22, 11, 21, 27, 1, 6, 24, 25
16, 22, 7, 21, 27, 1, 6, 4, 11, 20, 5, 8, 9, 10, 28, 17, 18, 26, 13, 14, 2, 23, 3, 15, 12, 19, 24, 25
7, 15, 10, 23, 2, 20, 8, 12, 16, 28, 17, 22, 21, 27, 1, 26, 6, 4, 18, 13, 14, 11, 9, 3, 19, 5, 24, 25
3, 18, 4, 15, 21, 27, 1, 26, 6, 23, 2, 20, 8, 16, 7, 11, 28, 17, 22, 14, 13, 12, 9, 10, 19, 5, 24, 25
7, 16, 23, 4, 28, 17, 14, 12, 8, 18, 26, 3, 21, 9, 20, 10, 11, 2, 22, 13, 15, 27, 1, 6, 5, 19, 24, 25
11, 4, 7, 22, 16, 18, 26, 17, 28, 9, 12, 20, 15, 3, 19, 2, 10, 13, 23, 5, 8, 6, 1, 27, 21, 14, 24, 25
2, 11, 13, 26, 14, 10, 8, 18, 22, 21, 17, 23, 20, 19, 9, 7, 3, 28, 16, 5, 12, 27, 1, 6, 4, 15, 24, 25
19, 3, 9, 10, 20, 11, 4, 7, 22, 16, 18, 26, 17, 28, 2, 13, 23, 12, 15, 5, 8, 6, 1, 27, 21, 14, 24, 25
7, 16, 23, 4, 28, 17, 14, 12, 8, 18, 26, 9, 21, 3, 20, 10, 11, 22, 2, 13, 15, 27, 1, 6, 5, 19, 24, 25
3, 19, 5, 9, 10, 15, 12, 23, 13, 2, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 6, 8, 20, 11, 4, 14, 24, 25
2, 10, 13, 23, 12, 15, 5, 19, 3, 9, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 6, 8, 20, 11, 4, 14, 24, 25
2, 10, 13, 23, 5, 19, 3, 15, 12, 9, 28, 17, 26, 18, 16, 22, 7, 8, 20, 11, 4, 6, 1, 27, 21, 14, 24, 25
11, 2, 10, 28, 17, 26, 4, 6, 1, 27, 21, 14, 13, 22, 23, 5, 19, 3, 15, 18, 16, 20, 8, 9, 7, 12, 24, 25
2, 10, 13, 23, 5, 19, 3, 15, 12, 9, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 14, 8, 20, 11, 4, 6, 24, 25
10, 13, 2, 23, 5, 19, 3, 15, 12, 9, 28, 17, 26, 18, 16, 22, 7, 8, 20, 11, 4, 6, 1, 27, 21, 14, 24, 25
11, 10, 6, 7, 26, 1, 27, 21, 23, 20, 2, 18, 4, 13, 14, 17, 28, 16, 8, 22, 12, 15, 9, 3, 19, 5, 24, 25
10, 13, 14, 2, 23, 12, 15, 5, 19, 3, 28, 17, 7, 9, 8, 20, 18, 26, 16, 4, 22, 11, 21, 27, 1, 6, 24, 25
16, 22, 7, 21, 27, 1, 6, 4, 11, 20, 3, 8, 9, 10, 28, 17, 18, 26, 13, 14, 2, 23, 12, 15, 5, 19, 24, 25
3, 19, 10, 18, 16, 6, 14, 7, 2, 11, 20, 28, 17, 13, 26, 4, 12, 22, 9, 23, 15, 8, 5, 1, 27, 21, 24, 25
5, 12, 13, 18, 14, 15, 7, 17, 21, 22, 2, 26, 9, 16, 19, 10, 3, 28, 8, 23, 11, 27, 1, 6, 4, 20, 24, 25
16, 18, 14, 3, 13, 12, 5, 15, 26, 2, 22, 21, 10, 19, 7, 17, 9, 28, 8, 23, 11, 27, 1, 6, 4, 20, 24, 25
5, 23, 13, 2, 10, 19, 3, 15, 12, 9, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 14, 8, 20, 11, 4, 6, 24, 25
5, 11, 2, 18, 7, 19, 3, 6, 14, 15, 20, 28, 17, 13, 26, 4, 12, 22, 9, 23, 10, 16, 8, 1, 27, 21, 24, 25
2, 10, 13, 23, 12, 15, 5, 19, 3, 9, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 14, 4, 11, 20, 8, 6, 24, 25
7, 15, 5, 12, 13, 18, 14, 17, 21, 22, 2, 26, 3, 16, 19, 10, 9, 28, 8, 23, 11, 27, 1, 6, 4, 20, 24, 25
11, 2, 20, 23, 6, 7, 26, 1, 27, 21, 10, 18, 4, 13, 14, 17, 28, 16, 8, 22, 12, 15, 9, 5, 19, 3, 24, 25
3, 11, 2, 28, 17, 26, 9, 19, 22, 21, 18, 20, 10, 12, 14, 5, 23, 7, 13, 16, 8, 27, 1, 6, 4, 15, 24, 25
5, 19, 10, 9, 3, 15, 12, 23, 13, 2, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 6, 8, 20, 11, 4, 14, 24, 25
5, 12, 13, 3, 14, 15, 26, 2, 22, 21, 10, 19, 7, 17, 18, 16, 9, 28, 8, 23, 11, 27, 1, 6, 4, 20, 24, 25
10, 6, 7, 26, 1, 27, 21, 23, 20, 2, 11, 18, 4, 13, 14, 17, 28, 16, 8, 22, 12, 15, 9, 3, 19, 5, 24, 25
26, 17, 28, 10, 21, 27, 1, 6, 4, 16, 18, 13, 9, 7, 2, 14, 11, 20, 5, 19, 12, 15, 3, 23, 22, 8, 24, 25
2, 11, 13, 26, 14, 10, 8, 18, 22, 21, 17, 23, 20, 19, 3, 12, 9, 28, 16, 5, 7, 27, 1, 6, 4, 15, 24, 25
5, 19, 3, 9, 10, 15, 12, 23, 13, 2, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 14, 4, 11, 20, 8, 6, 24, 25
12, 8, 18, 26, 3, 21, 9, 23, 14, 17, 28, 4, 7, 16, 20, 10, 11, 2, 22, 13, 15, 27, 1, 6, 5, 19, 24, 25
5, 12, 13, 18, 14, 15, 26, 2, 22, 21, 10, 19, 7, 17, 9, 16, 3, 28, 8, 23, 11, 27, 1, 6, 4, 20, 24, 25
6, 16, 18, 3, 19, 10, 14, 7, 2, 11, 20, 28, 17, 13, 26, 4, 12, 22, 9, 23, 15, 8, 5, 1, 27, 21, 24, 25
14, 3, 13, 12, 5, 15, 26, 2, 22, 21, 10, 19, 7, 17, 18, 16, 9, 28, 8, 23, 11, 27, 1, 6, 4, 20, 24, 25
6, 4, 26, 17, 28, 10, 1, 27, 21, 14, 22, 16, 18, 13, 2, 23, 11, 15, 3, 19, 5, 12, 7, 9, 8, 20, 24, 25
16, 9, 22, 15, 3, 19, 5, 23, 4, 6, 1, 27, 21, 10, 28, 17, 18, 26, 13, 14, 2, 11, 20, 8, 7, 12, 24, 25
5, 19, 10, 9, 3, 15, 12, 23, 2, 13, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 14, 4, 11, 20, 8, 6, 24, 25
3, 11, 2, 28, 17, 26, 9, 19, 22, 21, 18, 7, 23, 20, 10, 12, 14, 5, 13, 16, 8, 27, 1, 6, 4, 15, 24, 25
5, 12, 13, 18, 14, 15, 7, 17, 21, 22, 2, 26, 3, 16, 19, 10, 9, 28, 8, 23, 11, 27, 1, 6, 4, 20, 24, 25
5, 23, 13, 2, 10, 19, 3, 15, 12, 9, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 14, 4, 11, 20, 8, 6, 24, 25
4, 23, 16, 7, 28, 17, 14, 12, 8, 18, 26, 3, 21, 9, 20, 10, 11, 22, 13, 2, 15, 27, 1, 6, 5, 19, 24, 25
2, 5, 11, 18, 7, 19, 3, 6, 14, 15, 20, 28, 17, 13, 26, 4, 12, 22, 9, 23, 10, 16, 8, 1, 27, 21, 24, 25
