15, 5, 41, 10, 13, 16, 27, 8, 12, 33, 3, 34, 42, 32, 20, 19, 40, 31, 11, 29, 28, 9, 44, 38, 30, 22, 25, 35, 24, 6, 21, 26, 39, 23, 4, 37, 45, 14, 18, 36, 43, 1, 2, 7, 17
27, 42, 26, 36, 24, 13, 16, 31, 32, 30, 18, 34, 5, 44, 41, 19, 3, 4, 37, 40, 9, 10, 17, 6, 15, 28, 12, 20, 11, 14, 33, 35, 39, 8, 21, 29, 23, 45, 25, 22, 43, 1, 7, 2, 38
45, 28, 8, 35, 4, 37, 44, 13, 25, 42, 32, 39, 38, 30, 18, 36, 26, 41, 23, 5, 21, 15, 27, 6, 17, 16, 33, 10, 9, 29, 34, 12, 20, 22, 24, 40, 43, 1, 19, 3, 14, 11, 31, 2, 7
24, 13, 25, 21, 14, 33, 10, 9, 29, 34, 37, 22, 20, 28, 8, 35, 32, 39, 5, 45, 23, 41, 26, 36, 3, 42, 11, 43, 1, 15, 27, 6, 17, 16, 19, 7, 18, 30, 38, 44, 2, 31, 4, 40, 12
20, 32, 42, 34, 3, 33, 12, 15, 5, 41, 29, 11, 31, 40, 19, 8, 27, 16, 13, 10, 28, 9, 44, 38, 30, 22, 25, 35, 24, 6, 21, 26, 39, 23, 4, 37, 45, 14, 18, 36, 43, 1, 2, 7, 17
36, 26, 41, 23, 45, 5, 39, 32, 35, 8, 28, 19, 7, 1, 43, 42, 25, 13, 24, 3, 17, 16, 6, 11, 14, 33, 10, 20, 22, 37, 34, 29, 21, 15, 27, 9, 18, 30, 38, 44, 2, 31, 4, 40, 12
42, 10, 9, 37, 44, 38, 30, 18, 29, 34, 28, 8, 35, 32, 39, 20, 22, 36, 26, 41, 23, 45, 5, 33, 14, 11, 31, 2, 25, 13, 24, 3, 21, 15, 27, 6, 17, 16, 19, 7, 1, 43, 4, 40, 12
4, 37, 45, 14, 15, 27, 32, 42, 20, 38, 30, 18, 36, 26, 5, 3, 29, 35, 33, 10, 34, 21, 19, 13, 22, 8, 41, 7, 2, 1, 43, 12, 25, 39, 16, 6, 23, 17, 44, 24, 31, 11, 28, 40, 9
8, 42, 4, 37, 34, 29, 9, 10, 28, 25, 33, 32, 35, 21, 41, 26, 36, 18, 30, 38, 44, 2, 31, 11, 14, 13, 24, 3, 12, 20, 22, 45, 39, 5, 23, 40, 43, 1, 7, 19, 16, 17, 6, 27, 15
19, 8, 3, 4, 23, 11, 31, 33, 41, 26, 34, 15, 28, 9, 40, 43, 1, 7, 17, 16, 36, 29, 18, 21, 30, 37, 45, 2, 6, 35, 14, 39, 12, 38, 42, 27, 32, 13, 44, 5, 24, 10, 20, 22, 25
36, 26, 41, 23, 45, 5, 39, 32, 35, 8, 28, 19, 7, 1, 43, 42, 25, 13, 24, 3, 17, 16, 6, 11, 14, 33, 9, 27, 15, 21, 29, 34, 37, 22, 20, 10, 18, 30, 38, 44, 31, 2, 4, 40, 12
2, 6, 45, 37, 30, 21, 35, 14, 8, 17, 15, 28, 32, 27, 42, 34, 7, 1, 43, 40, 9, 23, 4, 39, 11, 31, 16, 33, 38, 19, 12, 3, 26, 41, 13, 29, 18, 36, 44, 5, 24, 10, 20, 22, 25
8, 17, 7, 1, 43, 40, 9, 28, 19, 16, 36, 29, 18, 31, 11, 3, 12, 39, 14, 35, 6, 2, 45, 37, 4, 23, 21, 30, 15, 34, 26, 41, 33, 38, 42, 27, 32, 13, 44, 5, 24, 10, 20, 22, 25
6, 2, 45, 37, 30, 21, 35, 9, 40, 43, 1, 7, 34, 42, 27, 32, 28, 15, 17, 8, 14, 23, 4, 39, 11, 31, 16, 33, 38, 19, 12, 3, 26, 41, 13, 29, 18, 36, 44, 5, 24, 10, 20, 22, 25
5, 45, 22, 16, 19, 33, 14, 11, 31, 2, 25, 13, 24, 3, 21, 15, 27, 6, 17, 7, 1, 43, 20, 39, 32, 35, 8, 28, 34, 29, 9, 10, 42, 4, 37, 44, 38, 30, 18, 36, 26, 41, 23, 40, 12
4, 19, 8, 3, 23, 11, 31, 9, 40, 43, 1, 7, 34, 26, 41, 33, 28, 15, 17, 16, 36, 29, 18, 21, 30, 37, 45, 2, 6, 35, 14, 39, 12, 38, 42, 27, 32, 13, 44, 5, 24, 10, 20, 22, 25
28, 8, 35, 32, 39, 20, 43, 1, 7, 17, 6, 27, 15, 21, 3, 24, 13, 25, 2, 31, 11, 14, 33, 5, 45, 22, 16, 19, 34, 29, 9, 10, 42, 4, 37, 44, 38, 30, 18, 36, 26, 41, 23, 40, 12
36, 26, 41, 23, 45, 5, 39, 32, 35, 8, 28, 11, 43, 1, 7, 19, 16, 17, 6, 27, 15, 21, 25, 14, 33, 10, 9, 29, 34, 37, 22, 20, 42, 13, 24, 3, 18, 30, 38, 44, 2, 31, 4, 40, 12
24, 13, 25, 21, 14, 33, 10, 9, 29, 34, 37, 22, 20, 28, 8, 35, 32, 39, 5, 45, 23, 41, 26, 36, 3, 42, 11, 43, 1, 7, 19, 16, 17, 6, 27, 15, 18, 30, 38, 44, 2, 31, 4, 40, 12
2, 6, 45, 37, 30, 21, 35, 14, 8, 17, 7, 1, 43, 40, 9, 28, 15, 34, 42, 27, 32, 23, 4, 39, 11, 31, 16, 33, 38, 3, 12, 19, 26, 41, 13, 29, 18, 36, 44, 5, 24, 10, 20, 22, 25
36, 26, 41, 23, 45, 5, 39, 32, 35, 8, 28, 21, 15, 27, 6, 17, 16, 13, 24, 3, 42, 20, 22, 37, 34, 29, 9, 10, 33, 14, 25, 11, 43, 1, 7, 19, 18, 30, 38, 44, 2, 31, 4, 40, 12
18, 36, 26, 41, 21, 35, 32, 33, 25, 28, 8, 42, 4, 37, 34, 29, 9, 10, 30, 38, 44, 2, 31, 11, 14, 13, 24, 3, 12, 20, 22, 45, 39, 5, 23, 40, 43, 1, 7, 19, 16, 17, 6, 27, 15
2, 6, 45, 37, 30, 21, 35, 32, 27, 42, 34, 7, 1, 43, 40, 9, 28, 15, 17, 8, 14, 23, 4, 39, 11, 31, 16, 33, 38, 3, 12, 19, 26, 41, 13, 29, 18, 36, 44, 5, 24, 10, 20, 22, 25
10, 9, 27, 15, 21, 29, 34, 37, 22, 20, 33, 14, 11, 6, 16, 17, 3, 24, 13, 25, 42, 43, 1, 7, 19, 28, 8, 35, 32, 39, 5, 45, 23, 41, 26, 36, 18, 30, 38, 44, 2, 31, 4, 40, 12
2, 6, 45, 37, 30, 21, 35, 32, 27, 42, 34, 15, 28, 9, 40, 43, 1, 7, 17, 8, 14, 23, 4, 3, 11, 31, 16, 33, 38, 39, 12, 19, 26, 41, 13, 29, 18, 36, 44, 5, 24, 10, 20, 22, 25
2, 6, 45, 37, 30, 21, 35, 9, 40, 43, 1, 7, 34, 42, 27, 32, 28, 15, 17, 8, 14, 23, 4, 3, 11, 31, 16, 33, 38, 39, 12, 19, 26, 41, 13, 29, 18, 36, 44, 5, 24, 10, 20, 22, 25
27, 42, 26, 36, 24, 13, 16, 31, 5, 34, 18, 30, 32, 44, 41, 19, 37, 4, 3, 40, 9, 10, 17, 6, 15, 28, 12, 20, 11, 14, 33, 35, 39, 8, 21, 29, 23, 45, 25, 22, 43, 1, 7, 2, 38
14, 33, 5, 45, 22, 7, 1, 43, 20, 39, 32, 35, 8, 28, 11, 31, 2, 25, 13, 24, 3, 21, 15, 27, 6, 17, 16, 19, 34, 29, 9, 10, 42, 4, 37, 44, 38, 30, 18, 36, 26, 41, 23, 40, 12
36, 26, 41, 23, 45, 5, 39, 32, 35, 8, 28, 19, 7, 1, 43, 42, 25, 13, 24, 3, 17, 16, 6, 11, 14, 33, 10, 20, 22, 37, 34, 29, 21, 15, 27, 9, 18, 30, 38, 44, 31, 2, 4, 40, 12
3, 24, 13, 21, 15, 27, 6, 17, 16, 19, 7, 1, 43, 25, 2, 31, 11, 14, 33, 5, 45, 23, 41, 26, 36, 22, 20, 39, 32, 35, 8, 28, 34, 29, 18, 30, 38, 44, 37, 9, 10, 42, 4, 40, 12
6, 2, 45, 37, 30, 21, 35, 9, 40, 43, 1, 7, 34, 42, 27, 32, 28, 15, 17, 8, 14, 23, 4, 39, 11, 31, 16, 33, 38, 3, 12, 19, 26, 41, 13, 29, 18, 36, 44, 5, 24, 10, 20, 22, 25
21, 5, 23, 41, 26, 36, 18, 30, 38, 39, 32, 42, 25, 13, 44, 37, 28, 8, 35, 4, 45, 15, 27, 6, 17, 16, 33, 10, 9, 29, 34, 12, 20, 22, 24, 40, 43, 1, 19, 3, 14, 11, 31, 2, 7
27, 42, 26, 36, 24, 13, 16, 31, 5, 34, 18, 30, 32, 44, 41, 12, 28, 15, 6, 17, 10, 9, 40, 37, 4, 3, 19, 20, 11, 14, 33, 35, 39, 8, 21, 29, 23, 45, 25, 22, 43, 1, 7, 2, 38
10, 20, 22, 37, 34, 29, 21, 15, 27, 9, 33, 14, 11, 6, 16, 17, 3, 24, 13, 25, 42, 43, 1, 7, 19, 28, 8, 35, 32, 39, 5, 45, 23, 41, 26, 36, 18, 30, 38, 44, 31, 2, 4, 40, 12
16, 36, 29, 18, 31, 11, 3, 12, 39, 14, 35, 6, 2, 45, 37, 30, 19, 8, 17, 7, 1, 43, 40, 9, 28, 15, 34, 26, 41, 33, 21, 23, 4, 38, 42, 27, 32, 13, 44, 5, 24, 10, 20, 22, 25
14, 45, 37, 4, 15, 27, 32, 42, 20, 38, 30, 18, 36, 26, 5, 35, 29, 3, 33, 10, 34, 21, 19, 13, 22, 8, 41, 7, 2, 1, 43, 12, 25, 39, 16, 6, 23, 17, 44, 24, 31, 11, 28, 40, 9
18, 29, 36, 16, 19, 8, 17, 7, 1, 43, 40, 9, 28, 15, 34, 26, 41, 33, 31, 11, 3, 12, 39, 14, 35, 6, 2, 45, 37, 4, 23, 21, 30, 38, 42, 27, 32, 13, 44, 5, 24, 10, 20, 22, 25
2, 6, 45, 37, 30, 21, 35, 14, 8, 17, 7, 1, 43, 40, 9, 28, 15, 34, 42, 27, 32, 23, 4, 39, 11, 31, 16, 33, 38, 19, 12, 3, 26, 41, 13, 29, 18, 36, 44, 5, 24, 10, 20, 22, 25
36, 26, 41, 23, 45, 5, 39, 32, 35, 8, 28, 21, 15, 27, 6, 17, 16, 19, 7, 1, 43, 11, 25, 14, 33, 10, 9, 29, 34, 37, 22, 20, 42, 13, 24, 3, 18, 30, 38, 44, 2, 31, 4, 40, 12
45, 28, 8, 35, 4, 37, 44, 13, 25, 42, 32, 39, 38, 30, 18, 36, 26, 41, 23, 5, 21, 15, 27, 6, 17, 16, 33, 10, 9, 29, 34, 12, 20, 22, 24, 40, 43, 1, 19, 3, 14, 11, 31, 7, 2
9, 36, 32, 39, 16, 11, 14, 33, 29, 35, 17, 7, 1, 43, 40, 24, 31, 34, 38, 44, 10, 2, 6, 21, 37, 28, 26, 19, 4, 13, 8, 5, 3, 23, 42, 30, 45, 18, 41, 12, 27, 15, 20, 22, 25
27, 42, 26, 36, 24, 13, 16, 31, 5, 34, 32, 30, 3, 44, 41, 19, 37, 4, 18, 40, 9, 10, 17, 6, 15, 28, 12, 20, 11, 14, 33, 35, 39, 8, 21, 29, 23, 45, 25, 22, 43, 1, 7, 2, 38
4, 37, 45, 14, 15, 27, 32, 42, 20, 38, 30, 18, 36, 26, 5, 35, 29, 3, 8, 22, 13, 19, 21, 34, 10, 33, 41, 7, 2, 1, 43, 12, 25, 39, 16, 6, 23, 17, 44, 24, 31, 11, 28, 40, 9
36, 26, 41, 23, 45, 5, 39, 32, 35, 8, 28, 19, 7, 1, 43, 42, 25, 13, 24, 3, 17, 16, 6, 11, 14, 33, 10, 9, 27, 15, 21, 29, 34, 37, 22, 20, 18, 30, 38, 44, 2, 31, 4, 40, 12
7, 1, 43, 40, 12, 3, 24, 19, 45, 22, 20, 42, 32, 39, 37, 28, 16, 17, 8, 35, 4, 15, 27, 6, 13, 25, 21, 5, 23, 41, 26, 36, 18, 30, 38, 44, 2, 31, 11, 14, 33, 10, 9, 29, 34
21, 14, 33, 10, 9, 29, 34, 37, 22, 20, 28, 8, 35, 32, 39, 5, 45, 23, 41, 26, 36, 25, 13, 24, 3, 42, 11, 43, 1, 7, 19, 16, 17, 6, 27, 15, 18, 30, 38, 44, 2, 31, 4, 40, 12
33, 41, 26, 34, 15, 30, 21, 23, 4, 37, 45, 2, 6, 35, 14, 39, 12, 3, 11, 31, 18, 29, 36, 16, 19, 8, 17, 7, 1, 43, 40, 9, 28, 38, 42, 27, 32, 13, 44, 5, 24, 10, 20, 22, 25
19, 7, 1, 43, 11, 25, 14, 33, 10, 9, 29, 34, 37, 22, 20, 42, 13, 24, 3, 16, 17, 6, 27, 15, 21, 28, 8, 35, 32, 39, 5, 45, 23, 41, 26, 36, 18, 30, 38, 44, 2, 31, 4, 40, 12
12, 28, 15, 6, 17, 10, 9, 40, 37, 4, 3, 19, 41, 44, 32, 30, 18, 34, 5, 31, 16, 13, 24, 36, 26, 42, 27, 20, 11, 14, 33, 35, 39, 8, 21, 29, 23, 45, 25, 22, 43, 1, 7, 2, 38
8, 17, 7, 1, 43, 40, 9, 28, 19, 16, 36, 29, 18, 31, 11, 3, 30, 21, 23, 4, 37, 45, 2, 6, 35, 14, 39, 12, 15, 34, 26, 41, 33, 38, 42, 27, 32, 13, 44, 5, 24, 10, 20, 22, 25
24, 3, 12, 40, 43, 1, 7, 19, 45, 22, 20, 42, 32, 39, 37, 28, 16, 17, 8, 35, 6, 27, 15, 4, 13, 25, 21, 5, 23, 41, 26, 36, 18, 30, 38, 44, 2, 31, 11, 14, 33, 10, 9, 29, 34
21, 5, 23, 41, 26, 36, 18, 30, 38, 39, 32, 42, 25, 13, 44, 37, 4, 35, 8, 28, 45, 15, 27, 6, 17, 16, 33, 10, 9, 29, 34, 12, 20, 22, 24, 40, 43, 1, 7, 2, 31, 11, 14, 3, 19
33, 41, 26, 34, 15, 12, 39, 14, 35, 6, 2, 45, 37, 4, 23, 21, 30, 3, 11, 31, 18, 29, 36, 16, 19, 8, 17, 7, 1, 43, 40, 9, 28, 38, 42, 27, 32, 13, 44, 5, 24, 10, 20, 22, 25
36, 26, 41, 23, 45, 5, 39, 32, 35, 8, 28, 19, 7, 1, 43, 42, 11, 14, 33, 10, 9, 16, 17, 3, 24, 13, 25, 6, 27, 15, 21, 29, 34, 37, 22, 20, 18, 30, 38, 44, 2, 31, 4, 40, 12
29, 36, 16, 19, 8, 17, 7, 1, 43, 40, 9, 28, 15, 34, 26, 41, 33, 31, 30, 37, 45, 2, 6, 35, 14, 39, 12, 3, 11, 18, 21, 23, 4, 38, 42, 27, 32, 13, 44, 5, 24, 10, 20, 22, 25
2, 6, 45, 37, 30, 21, 35, 32, 27, 42, 34, 7, 1, 43, 40, 9, 28, 15, 17, 8, 14, 23, 4, 39, 11, 31, 16, 33, 38, 19, 12, 3, 26, 41, 13, 29, 18, 36, 44, 5, 24, 10, 20, 22, 25
4, 37, 45, 14, 15, 27, 32, 42, 20, 38, 30, 18, 36, 26, 5, 3, 29, 35, 33, 10, 34, 21, 19, 13, 22, 8, 41, 2, 7, 1, 43, 12, 25, 39, 16, 6, 23, 17, 44, 24, 31, 11, 28, 40, 9
19, 8, 23, 4, 3, 11, 31, 33, 41, 26, 34, 15, 28, 9, 40, 43, 1, 7, 17, 16, 36, 29, 18, 21, 30, 37, 45, 2, 6, 35, 14, 39, 12, 38, 42, 27, 32, 13, 44, 5, 24, 10, 20, 22, 25
