94, 88, 38, 6, 72, 53, 20, 14, 71, 29, 40, 9, 45, 26, 33, 32, 17, 93, 27, 22, 43, 23, 92, 12, 54, 60, 39, 7, 82, 25, 16, 57, 67, 41, 56, 52, 83, 5, 51, 84, 69, 10, 21, 78, 44, 4, 35, 80, 79, 68, 31, 87, 76, 46, 89, 90, 49, 77, 86, 1, 42, 61, 81, 15, 11, 47, 55, 85, 8, 36, 75, 3, 65, 24, 50, 28, 59, 34, 58, 91, 63, 18, 2, 30, 19, 74, 13, 70, 66, 64, 48, 62, 73, 37
94, 92, 19, 73, 23, 65, 69, 85, 14, 13, 4, 61, 32, 3, 54, 2, 28, 26, 48, 29, 81, 91, 9, 1, 86, 77, 11, 74, 82, 7, 21, 75, 58, 42, 10, 70, 37, 49, 30, 8, 63, 47, 57, 45, 72, 52, 56, 41, 33, 36, 62, 84, 90, 76, 46, 53, 20, 40, 51, 17, 79, 78, 71, 44, 68, 31, 12, 88, 16, 80, 67, 50, 5, 83, 27, 15, 55, 89, 87, 25, 34, 59, 39, 22, 35, 24, 64, 38, 93, 66, 43, 18, 60, 6
94, 15, 64, 48, 43, 79, 82, 7, 8, 36, 24, 91, 23, 65, 78, 92, 71, 44, 90, 76, 46, 53, 20, 14, 31, 56, 85, 49, 37, 70, 13, 4, 68, 84, 51, 17, 54, 3, 40, 87, 89, 73, 58, 55, 42, 66, 32, 33, 27, 35, 9, 45, 2, 30, 26, 22, 57, 67, 61, 81, 11, 77, 86, 1, 50, 72, 21, 25, 34, 59, 10, 69, 41, 88, 38, 6, 60, 39, 18, 74, 19, 47, 62, 52, 12, 80, 16, 28, 29, 75, 63, 83, 5, 93
94, 89, 46, 47, 76, 72, 53, 20, 14, 69, 60, 56, 65, 93, 30, 90, 12, 92, 33, 32, 66, 42, 1, 37, 22, 26, 2, 64, 49, 40, 87, 68, 9, 63, 18, 50, 79, 59, 28, 21, 35, 80, 16, 48, 31, 81, 75, 86, 77, 39, 7, 11, 51, 84, 52, 83, 5, 73, 58, 91, 44, 78, 43, 27, 82, 25, 34, 62, 24, 36, 8, 85, 55, 29, 54, 3, 45, 41, 67, 57, 17, 6, 38, 88, 23, 19, 74, 10, 71, 15, 61, 4, 13, 70
94, 92, 33, 32, 66, 42, 1, 47, 45, 72, 53, 20, 14, 69, 60, 6, 76, 46, 89, 81, 61, 4, 13, 3, 54, 29, 55, 85, 8, 36, 24, 38, 19, 74, 10, 93, 23, 87, 30, 90, 12, 31, 48, 22, 26, 2, 64, 15, 73, 58, 91, 44, 78, 43, 27, 82, 25, 34, 62, 88, 40, 49, 37, 70, 71, 79, 50, 18, 63, 9, 68, 41, 67, 57, 17, 56, 65, 7, 11, 51, 84, 52, 83, 5, 39, 77, 86, 75, 16, 80, 35, 21, 28, 59
94, 89, 46, 47, 76, 72, 53, 20, 14, 69, 60, 56, 65, 93, 30, 90, 12, 92, 33, 32, 66, 42, 1, 37, 70, 13, 4, 61, 15, 71, 10, 74, 19, 23, 88, 38, 6, 17, 57, 67, 41, 45, 3, 54, 29, 55, 85, 8, 36, 24, 62, 34, 25, 82, 27, 43, 78, 44, 91, 58, 73, 5, 83, 52, 84, 51, 11, 7, 39, 77, 86, 75, 22, 26, 2, 64, 49, 40, 87, 68, 9, 63, 18, 50, 79, 59, 28, 21, 35, 80, 16, 48, 31, 81
94, 8, 15, 64, 48, 43, 79, 82, 7, 36, 24, 91, 23, 65, 78, 92, 71, 44, 90, 76, 46, 53, 20, 14, 31, 56, 85, 49, 37, 70, 13, 4, 68, 84, 51, 17, 54, 3, 40, 87, 89, 73, 58, 55, 42, 66, 32, 33, 27, 35, 9, 45, 2, 30, 26, 22, 57, 67, 61, 81, 11, 77, 86, 1, 50, 72, 21, 25, 34, 59, 10, 69, 41, 88, 38, 6, 60, 39, 18, 74, 19, 47, 62, 52, 12, 80, 16, 28, 29, 75, 63, 83, 5, 93
94, 12, 50, 45, 9, 2, 26, 22, 57, 25, 64, 15, 71, 35, 77, 90, 11, 81, 78, 44, 42, 55, 3, 54, 85, 38, 79, 92, 82, 68, 18, 63, 75, 8, 10, 59, 34, 14, 84, 36, 41, 5, 83, 52, 62, 24, 48, 23, 88, 31, 29, 1, 86, 30, 46, 76, 89, 20, 53, 91, 72, 21, 80, 6, 60, 39, 7, 67, 93, 33, 37, 70, 13, 4, 51, 17, 61, 74, 19, 47, 73, 58, 56, 27, 32, 66, 65, 43, 87, 40, 49, 16, 28, 69
94, 20, 89, 76, 46, 30, 86, 1, 29, 75, 63, 18, 68, 82, 7, 39, 60, 6, 38, 79, 92, 53, 91, 50, 12, 31, 88, 23, 51, 17, 61, 74, 19, 47, 73, 25, 93, 56, 27, 43, 87, 40, 49, 33, 36, 41, 67, 48, 64, 15, 71, 35, 80, 16, 28, 69, 85, 54, 3, 55, 42, 44, 78, 81, 11, 90, 77, 72, 21, 10, 8, 5, 83, 52, 62, 24, 32, 66, 65, 59, 34, 14, 84, 37, 70, 13, 4, 45, 9, 2, 26, 22, 57, 58
94, 12, 50, 93, 33, 37, 70, 13, 4, 45, 9, 2, 26, 22, 57, 25, 64, 15, 71, 35, 80, 21, 91, 53, 20, 89, 76, 46, 30, 86, 1, 29, 31, 88, 23, 48, 24, 62, 52, 83, 5, 41, 36, 84, 14, 34, 59, 10, 8, 75, 63, 18, 68, 82, 92, 79, 72, 77, 90, 11, 81, 78, 44, 42, 55, 3, 54, 85, 69, 28, 16, 49, 40, 87, 43, 65, 66, 32, 27, 56, 58, 73, 47, 19, 74, 61, 17, 51, 67, 7, 39, 60, 6, 38
