11, 25, 28, 32, 35, 30, 16, 34, 19, 7, 24, 14, 21, 36, 23, 8, 39, 29, 22, 17, 38, 1, 40, 13, 18, 10, 9, 37, 31, 6, 2, 3, 26, 33, 5, 12, 27, 15, 4, 20
32, 16, 31, 19, 39, 29, 14, 40, 13, 11, 36, 25, 7, 22, 4, 20, 35, 30, 15, 37, 34, 21, 9, 23, 10, 3, 8, 18, 24, 28, 6, 2, 26, 33, 5, 12, 27, 1, 38, 17
14, 25, 16, 30, 3, 31, 23, 9, 37, 8, 15, 19, 11, 5, 29, 36, 27, 20, 4, 32, 26, 33, 39, 28, 24, 7, 34, 1, 21, 35, 6, 17, 2, 38, 22, 18, 40, 12, 13, 10
28, 24, 18, 8, 23, 9, 21, 34, 37, 15, 30, 35, 20, 4, 22, 7, 25, 36, 11, 13, 40, 14, 29, 39, 19, 31, 16, 32, 6, 2, 10, 3, 26, 33, 5, 12, 27, 1, 38, 17
32, 4, 20, 27, 36, 29, 14, 35, 6, 17, 2, 38, 22, 18, 40, 12, 7, 24, 28, 23, 9, 37, 5, 11, 19, 15, 8, 31, 3, 30, 16, 25, 26, 33, 39, 21, 1, 34, 13, 10
16, 34, 25, 30, 33, 40, 24, 22, 17, 1, 38, 27, 3, 19, 26, 21, 28, 36, 11, 13, 12, 35, 14, 18, 39, 29, 15, 37, 9, 23, 32, 2, 10, 6, 4, 20, 7, 5, 8, 31
25, 14, 29, 36, 27, 33, 3, 30, 16, 31, 8, 15, 19, 11, 5, 37, 9, 23, 28, 24, 40, 12, 13, 7, 20, 39, 10, 18, 22, 38, 2, 17, 6, 26, 32, 4, 34, 1, 21, 35
11, 5, 37, 9, 23, 31, 3, 30, 16, 25, 14, 19, 15, 8, 29, 36, 27, 20, 4, 32, 26, 33, 39, 28, 24, 7, 13, 34, 1, 21, 35, 6, 17, 2, 38, 22, 18, 40, 12, 10
9, 23, 28, 24, 7, 12, 40, 18, 22, 37, 5, 11, 19, 15, 29, 14, 25, 16, 30, 8, 31, 27, 38, 2, 17, 6, 35, 36, 3, 20, 4, 32, 26, 33, 39, 21, 1, 34, 13, 10
2, 11, 6, 39, 24, 13, 18, 32, 40, 34, 19, 36, 30, 16, 25, 9, 37, 26, 14, 33, 12, 27, 3, 4, 28, 23, 5, 7, 20, 35, 21, 1, 38, 8, 31, 22, 17, 15, 29, 10
11, 38, 2, 17, 6, 35, 36, 3, 20, 4, 32, 19, 15, 29, 14, 25, 9, 23, 28, 24, 7, 12, 40, 18, 22, 37, 5, 27, 31, 8, 30, 16, 26, 33, 39, 21, 1, 34, 13, 10
2, 17, 6, 9, 23, 32, 30, 33, 12, 37, 15, 35, 20, 10, 39, 13, 4, 31, 3, 38, 1, 22, 14, 18, 11, 36, 40, 5, 7, 34, 25, 27, 29, 28, 16, 21, 26, 19, 8, 24
14, 25, 16, 30, 3, 31, 23, 9, 37, 8, 15, 19, 11, 5, 29, 36, 27, 20, 33, 26, 32, 4, 39, 28, 24, 7, 12, 40, 18, 22, 38, 2, 17, 13, 34, 1, 21, 35, 6, 10
32, 16, 31, 19, 39, 29, 14, 40, 13, 11, 36, 25, 7, 22, 4, 20, 35, 30, 15, 37, 34, 21, 9, 23, 2, 3, 10, 6, 28, 24, 18, 8, 26, 33, 5, 12, 27, 1, 38, 17
29, 36, 30, 16, 31, 8, 15, 19, 11, 5, 37, 9, 23, 28, 24, 18, 22, 25, 39, 4, 32, 26, 33, 40, 12, 13, 7, 20, 27, 14, 3, 38, 2, 17, 6, 35, 21, 1, 34, 10
21, 27, 1, 38, 3, 31, 35, 20, 7, 13, 14, 18, 26, 5, 30, 36, 11, 8, 4, 28, 23, 25, 16, 9, 37, 40, 34, 22, 17, 2, 6, 39, 24, 32, 19, 33, 12, 15, 29, 10
2, 17, 6, 9, 23, 32, 30, 33, 12, 37, 15, 35, 20, 10, 39, 13, 4, 31, 3, 38, 1, 22, 14, 5, 40, 36, 11, 18, 7, 34, 25, 27, 29, 28, 16, 21, 26, 19, 8, 24
9, 6, 2, 17, 31, 3, 38, 1, 22, 23, 32, 30, 33, 12, 37, 15, 35, 20, 10, 39, 13, 4, 14, 18, 11, 36, 40, 5, 7, 34, 25, 27, 29, 28, 16, 21, 26, 19, 8, 24
11, 25, 28, 7, 19, 34, 16, 30, 35, 32, 24, 14, 21, 36, 23, 8, 39, 29, 22, 17, 38, 1, 40, 13, 18, 10, 9, 37, 31, 6, 3, 2, 26, 33, 5, 12, 27, 15, 4, 20
22, 1, 38, 3, 31, 10, 39, 13, 4, 20, 35, 15, 37, 12, 33, 30, 32, 23, 9, 6, 17, 2, 14, 18, 11, 36, 40, 5, 7, 34, 25, 27, 29, 28, 16, 21, 26, 19, 8, 24
11, 5, 37, 9, 23, 31, 3, 30, 16, 25, 14, 19, 15, 8, 29, 36, 27, 20, 33, 26, 32, 4, 39, 28, 24, 7, 12, 40, 18, 22, 38, 2, 17, 13, 34, 1, 21, 35, 6, 10
13, 4, 20, 35, 15, 37, 12, 33, 31, 3, 38, 1, 22, 39, 10, 30, 32, 23, 9, 6, 17, 2, 14, 5, 40, 36, 11, 18, 7, 34, 25, 27, 29, 28, 16, 21, 26, 19, 8, 24
21, 26, 12, 13, 11, 36, 28, 16, 34, 25, 30, 33, 40, 24, 22, 17, 1, 38, 27, 3, 19, 35, 14, 18, 39, 29, 15, 37, 9, 23, 32, 2, 10, 6, 4, 20, 7, 5, 8, 31
9, 23, 28, 24, 40, 12, 13, 7, 20, 37, 5, 11, 19, 15, 8, 31, 16, 30, 3, 33, 27, 36, 29, 14, 25, 39, 10, 18, 22, 38, 2, 17, 6, 26, 32, 4, 34, 1, 21, 35
32, 16, 31, 19, 39, 29, 14, 40, 13, 11, 36, 25, 7, 22, 4, 20, 35, 30, 15, 37, 34, 21, 9, 23, 8, 18, 24, 28, 6, 10, 3, 2, 26, 33, 5, 12, 27, 1, 38, 17
29, 14, 25, 16, 30, 8, 31, 27, 5, 37, 9, 23, 28, 24, 7, 12, 40, 18, 22, 38, 2, 17, 6, 35, 36, 3, 20, 4, 32, 15, 19, 11, 26, 33, 39, 21, 1, 34, 13, 10
11, 25, 28, 32, 35, 30, 16, 34, 19, 7, 24, 13, 40, 1, 38, 17, 22, 29, 39, 8, 23, 36, 21, 14, 18, 10, 9, 37, 31, 6, 3, 2, 26, 33, 5, 12, 27, 15, 4, 20
32, 16, 31, 19, 39, 29, 14, 40, 13, 11, 36, 25, 7, 22, 30, 35, 20, 4, 15, 37, 34, 21, 9, 23, 3, 10, 2, 6, 28, 24, 18, 8, 26, 33, 5, 12, 27, 1, 38, 17
22, 34, 40, 14, 37, 9, 23, 32, 24, 39, 6, 2, 17, 28, 4, 8, 11, 36, 30, 16, 25, 21, 27, 1, 38, 3, 31, 35, 20, 7, 5, 26, 18, 13, 19, 33, 12, 15, 29, 10
14, 25, 16, 30, 3, 31, 23, 9, 37, 8, 15, 19, 11, 5, 29, 36, 27, 20, 4, 32, 26, 33, 39, 28, 24, 7, 13, 34, 1, 21, 35, 6, 17, 2, 38, 22, 18, 40, 12, 10
32, 4, 20, 3, 36, 35, 6, 17, 2, 38, 11, 19, 15, 29, 14, 25, 22, 18, 40, 12, 7, 24, 28, 23, 9, 37, 5, 27, 31, 8, 30, 16, 26, 33, 39, 21, 1, 34, 13, 10
4, 16, 30, 3, 32, 26, 33, 34, 1, 21, 35, 20, 7, 13, 12, 40, 31, 8, 15, 19, 11, 5, 37, 9, 23, 28, 24, 18, 22, 38, 2, 17, 6, 10, 39, 25, 14, 29, 36, 27
25, 14, 29, 36, 27, 33, 3, 30, 16, 31, 8, 15, 19, 11, 5, 37, 20, 7, 13, 12, 40, 24, 28, 23, 9, 39, 10, 6, 17, 2, 38, 22, 18, 26, 32, 4, 34, 1, 21, 35
22, 1, 38, 3, 31, 10, 39, 13, 4, 20, 35, 15, 37, 12, 33, 30, 32, 23, 9, 6, 17, 2, 14, 5, 40, 36, 11, 18, 7, 34, 25, 27, 29, 28, 16, 21, 26, 19, 8, 24
7, 20, 27, 36, 29, 14, 25, 13, 12, 40, 24, 28, 23, 9, 37, 5, 11, 19, 15, 8, 31, 16, 30, 3, 33, 39, 10, 18, 22, 38, 2, 17, 6, 26, 32, 4, 34, 1, 21, 35
22, 21, 25, 16, 30, 36, 11, 8, 4, 28, 17, 2, 6, 39, 24, 32, 23, 9, 37, 14, 40, 34, 27, 1, 38, 3, 31, 35, 20, 7, 5, 26, 18, 13, 19, 33, 12, 15, 29, 10
32, 16, 31, 19, 39, 29, 14, 40, 13, 11, 36, 25, 7, 22, 30, 35, 20, 4, 15, 37, 34, 21, 9, 23, 8, 18, 24, 28, 6, 10, 3, 2, 26, 33, 5, 12, 27, 1, 38, 17
4, 13, 39, 10, 20, 35, 15, 37, 12, 33, 30, 32, 23, 9, 6, 2, 29, 27, 25, 34, 7, 18, 3, 31, 17, 38, 1, 22, 14, 5, 40, 36, 11, 28, 16, 21, 26, 19, 8, 24
11, 25, 28, 32, 35, 30, 16, 34, 19, 7, 24, 14, 21, 36, 23, 8, 39, 29, 22, 17, 38, 1, 40, 13, 18, 10, 9, 37, 31, 2, 6, 3, 26, 33, 5, 12, 27, 15, 4, 20
18, 29, 40, 12, 7, 20, 3, 36, 27, 31, 21, 35, 8, 30, 16, 25, 2, 6, 22, 38, 17, 1, 34, 33, 26, 14, 32, 4, 39, 15, 19, 11, 5, 37, 9, 23, 28, 24, 13, 10
31, 8, 30, 16, 25, 14, 29, 15, 19, 11, 5, 37, 9, 23, 28, 24, 7, 12, 40, 18, 22, 38, 2, 17, 6, 35, 36, 3, 20, 4, 32, 27, 26, 33, 39, 21, 1, 34, 13, 10
35, 6, 17, 2, 38, 22, 18, 40, 12, 7, 24, 28, 39, 4, 32, 26, 33, 20, 27, 36, 29, 5, 11, 19, 15, 8, 37, 9, 23, 31, 3, 30, 16, 25, 14, 21, 1, 34, 13, 10
22, 1, 38, 3, 31, 4, 13, 39, 10, 20, 35, 15, 37, 12, 33, 30, 32, 23, 9, 6, 2, 17, 14, 18, 11, 36, 40, 5, 7, 34, 25, 27, 29, 28, 16, 21, 26, 19, 8, 24
